id,amount,counterparty,account,type,timestamp,label,jurisdiction,account_age_days,daily_txn_count
txn_00075,41738.06,Anonymous Trading BVI,HFZZ26025634216073,ach,2024-01-07T00:42:00,suspicious,KY,55,2
txn_00076,1096.29,Horizon Group,WLOP59017518636374,internal,2024-01-03T10:36:00,normal,MX,1464,1
txn_00077,427370.74,Offshore Holdings Ltd,RMQE30047868633752,wire,2024-01-06T19:41:00,violation,VU,20,2
txn_00078,10000.0,Anonymous Trading BVI,ZJWC67243426617979,wire,2024-01-06T00:24:00,suspicious,BZ,40,1
txn_00079,1525.2,Summit Capital,WLOP59017518636374,wire,2024-01-01T13:09:00,normal,MX,1464,1
txn_00080,136.65,Pacific Trading Co,CQHI73829973763116,wire,2024-01-05T11:31:00,normal,UK,1790,1
txn_00081,1584.72,Horizon Group,UTZH24808613171274,wire,2024-01-02T14:24:00,normal,JP,61,1
txn_00082,24345.71,Cayman Investments Ltd,RMQE30047868633752,wire,2024-01-06T23:15:00,suspicious,BZ,51,2
txn_00083,221.3,Atlas Financial,CNDX52809885165604,wire,2024-01-02T09:15:00,normal,AU,824,1
txn_00084,2549.43,Nordic Ventures,MPDH69594406409097,wire,2024-01-05T08:41:00,normal,BR,2053,1
txn_00085,192.41,Meridian Partners,TJLD98327315851493,wire,2024-01-03T13:04:00,normal,US,2108,1
txn_00086,1289.3,Atlas Financial,IRSS64235369378547,ach,2024-01-01T10:28:00,normal,CA,3347,1
txn_00087,1831.69,Summit Capital,RITR25449481260422,ach,2024-01-04T12:28:00,normal,AU,1361,1
txn_00088,10380.88,Unnamed Trust,QLAL42357332214188,wire,2024-01-06T22:35:00,suspicious,WS,85,1
txn_00089,10000.0,Unknown Entity LLC,YANE31203875099770,wire,2024-01-03T23:52:00,suspicious,KY,55,1
txn_00090,512.53,Nordic Ventures,PLRZ44198665240415,internal,2024-01-05T13:02:00,normal,AU,957,1
txn_00091,6319.29,Delta Systems,IRSS64235369378547,internal,2024-01-02T12:46:00,normal,CA,3347,1
txn_00092,931.91,Delta Systems,YVOW72217043030548,ach,2024-01-05T14:28:00,normal,BR,3450,1
txn_00093,9203.03,Meridian Partners,VBFH80617445187053,ach,2024-01-01T11:18:00,normal,FR,3610,1
txn_00094,900.83,Meridian Partners,LVXV49651370985931,ach,2024-01-02T13:24:00,normal,TR,1729,1
txn_00095,7801.8,Pinnacle Holdings,QWIN77378263982146,wire,2024-01-04T11:44:00,normal,CA,634,1
txn_00096,151.39,Meridian Partners,EDBJ69632595327877,wire,2024-01-05T15:29:00,normal,AU,485,1
txn_00097,347.6,Acme Corp,EVHB91307562636897,ach,2024-01-05T11:34:00,normal,DE,1736,1
txn_00098,88.68,Meridian Partners,EDBJ69632595327877,ach,2024-01-01T13:22:00,normal,AU,485,1
txn_00099,11648.45,Summit Capital,UCKV86578091343161,ach,2024-01-04T12:40:00,normal,IN,747,1
txn_00100,345.59,Blue Ridge Capital,BXKB09788208121913,ach,2024-01-10T17:32:00,normal,CA,3183,2
txn_00101,904.86,Summit Capital,OIVA74821759464743,internal,2024-01-11T14:21:00,normal,FR,1149,1
txn_00102,5009.44,Coastal Ventures,QMNT29662782827422,ach,2024-01-08T08:46:00,normal,JP,1888,1
txn_00103,3556.74,Delta Systems,BTEV75571928565431,wire,2024-01-10T13:19:00,normal,JP,1702,1
txn_00104,15000.0,Apex Solutions,HEWK36729466711684,wire,2024-01-08T12:46:00,normal,FR,3427,1
txn_00105,723.33,Pinnacle Holdings,AXFP86814473947312,wire,2024-01-09T11:01:00,normal,CH,2364,1
txn_00106,2662.19,Apex Solutions,UDVZ23828258673622,internal,2024-01-09T14:33:00,normal,FR,2811,1
txn_00107,285.29,Blue Ridge Capital,TJLD98327315851493,wire,2024-01-09T11:31:00,normal,US,2108,1
txn_00108,127.76,Atlas Financial,WWMP63201632870831,ach,2024-01-11T12:12:00,normal,AE,3440,1
txn_00109,6460.65,Summit Capital,IMEV47510799118384,wire,2024-01-10T10:54:00,normal,IN,1339,1
txn_00110,647.46,Pacific Trading Co,EBOD51820377889255,ach,2024-01-08T13:04:00,normal,US,2299,1
txn_00111,13258.45,Pinnacle Holdings,HEWK36729466711684,internal,2024-01-12T11:04:00,normal,FR,3427,1
txn_00112,2743.21,Summit Capital,VMFE44472126464715,ach,2024-01-12T17:40:00,normal,CA,1412,1
txn_00113,2081.92,Horizon Group,BTEV75571928565431,internal,2024-01-09T17:20:00,normal,JP,1702,1
txn_00114,10000.0,Shell Corp International,VQHU30165712082677,wire,2024-01-14T22:39:00,suspicious,VU,75,1
txn_00115,15000.0,Coastal Ventures,WGCS31491905865185,internal,2024-01-09T12:49:00,normal,US,2657,1
txn_00116,10000.0,Offshore Holdings Ltd,EVHB91307562636897,wire,2024-01-14T23:19:00,suspicious,BZ,54,1
txn_00117,844.8,Pinnacle Holdings,CMQO84991216558523,ach,2024-01-10T13:25:00,normal,CA,63,1
txn_00118,568.98,Acme Corp,OUIX73384842199330,ach,2024-01-10T13:31:00,normal,UK,1218,1
txn_00119,724.47,Vanguard Services,HMCL30515220472779,ach,2024-01-08T11:36:00,normal,FR,1957,1
txn_00120,564.01,Blue Ridge Capital,OVZJ06403910651801,wire,2024-01-09T09:12:00,normal,FR,2532,1
txn_00121,5666.33,Nordic Ventures,DHHC50983930103105,wire,2024-01-10T18:37:00,normal,ZA,602,1
txn_00122,1237.25,Nordic Ventures,PLRZ44198665240415,internal,2024-01-08T18:23:00,normal,AU,957,1
txn_00123,9563.09,Eagle Partners,MRPI03450541566765,internal,2024-01-08T15:37:00,normal,BR,3209,1
txn_00124,4574.16,Vanguard Services,FXJB04991547887287,ach,2024-01-11T11:44:00,normal,UK,107,1
txn_00125,3521.16,Apex Solutions,XXBW28385786527858,ach,2024-01-12T15:21:00,normal,AU,1315,1
txn_00126,3998.34,Pacific Trading Co,HGTQ45461567933410,wire,2024-01-10T12:49:00,normal,CA,1070,1
txn_00127,3951.77,Sterling Industries,QUOI29671756551256,internal,2024-01-12T16:59:00,normal,CA,1135,1
txn_00128,4616.69,Sterling Industries,OEZO88957986872774,wire,2024-01-09T14:12:00,normal,US,2955,1
txn_00129,5511.19,Vanguard Services,KOTB50723688767677,internal,2024-01-11T15:30:00,normal,CH,593,1
txn_00130,1005.02,Summit Capital,ESVM12018366752545,internal,2024-01-08T11:58:00,normal,US,1866,1
txn_00131,10000.0,Unnamed Trust,IXSY89413435240824,wire,2024-01-10T03:56:00,suspicious,KY,14,1
txn_00132,289.84,Sterling Industries,GJGY24451076226838,ach,2024-01-12T08:29:00,normal,MX,1375,1
txn_00133,4214.28,Pinnacle Holdings,JJGN99577738721489,internal,2024-01-08T14:11:00,normal,CH,821,1
txn_00134,10000.0,Offshore Holdings Ltd,ESVM12018366752545,wire,2024-01-10T22:19:00,suspicious,VU,47,1
txn_00135,2853.51,Atlas Financial,QMNT29662782827422,wire,2024-01-10T11:44:00,normal,JP,1888,1
txn_00136,7351.37,Meridian Partners,XNQD17758917839084,wire,2024-01-12T16:55:00,normal,CH,1958,1
txn_00137,1980.32,Vanguard Services,MWXP86691251778528,wire,2024-01-08T11:03:00,normal,US,426,1
txn_00138,295.12,Meridian Partners,SXSA45301742684145,ach,2024-01-12T17:31:00,normal,DE,1598,2
txn_00139,1809.8,Delta Systems,IOHC78108013267736,wire,2024-01-08T15:35:00,normal,AU,3522,1
txn_00140,709.04,Apex Solutions,OHNK76615654527111,wire,2024-01-08T10:27:00,normal,CA,2479,1
txn_00141,1312.73,Summit Capital,BXKB09788208121913,wire,2024-01-10T12:26:00,normal,CA,3183,2
txn_00142,921.07,Meridian Partners,XYIX10564814917785,wire,2024-01-11T08:24:00,normal,CH,1310,1
txn_00143,10000.0,Unnamed Trust,MRQW68058911352909,wire,2024-01-09T23:29:00,suspicious,VG,15,1
txn_00144,4109.59,GlobalTech Inc,OAXX48281489325288,internal,2024-01-09T14:47:00,normal,US,2478,1
txn_00145,974.51,Nordic Ventures,COFW71551884422583,wire,2024-01-12T09:20:00,normal,US,3376,1
txn_00146,10000.0,Shell Corp International,TUSR56984789611836,wire,2024-01-13T22:35:00,suspicious,TR,55,1
txn_00147,3081.5,Delta Systems,PBJN22656766182512,ach,2024-01-09T16:51:00,normal,UK,1571,1
txn_00148,4843.98,Sterling Industries,RMQE30047868633752,ach,2024-01-11T13:15:00,normal,US,1360,1
txn_00149,823.35,Nordic Ventures,GYQD56149784036900,internal,2024-01-09T08:55:00,normal,CH,2996,1
txn_00150,499.58,Delta Systems,UTLS31034131647525,ach,2024-01-10T08:24:00,normal,CH,1654,1
txn_00151,1122.49,Nordic Ventures,OHNK76615654527111,ach,2024-01-11T16:48:00,normal,CA,2479,1
txn_00152,737.6,Eagle Partners,CSVE54629148652816,wire,2024-01-10T12:16:00,normal,DE,972,1
txn_00153,2594.02,Pinnacle Holdings,VMFE44472126464715,wire,2024-01-10T14:10:00,normal,CA,1412,1
txn_00154,2244.97,Pinnacle Holdings,OQWL19108839822587,wire,2024-01-08T13:45:00,normal,TR,2767,1
txn_00155,687.34,Pacific Trading Co,NBGQ59770348247710,ach,2024-01-10T09:34:00,normal,US,2289,1
txn_00156,3640.54,Pinnacle Holdings,XXBW28385786527858,wire,2024-01-08T14:33:00,normal,AU,1315,1
txn_00157,245.65,Blue Ridge Capital,UGIV12328120679740,internal,2024-01-08T14:05:00,normal,TR,1910,1
txn_00158,703.05,Sterling Industries,XQBV59296222927065,wire,2024-01-12T13:30:00,normal,AU,3544,2
txn_00159,1514.82,Horizon Group,ELCH54278498084124,wire,2024-01-09T10:36:00,normal,MX,94,1
txn_00160,1553.74,Blue Ridge Capital,CYFI78261375060685,ach,2024-01-08T15:21:00,normal,CH,351,1
txn_00161,4729.07,Meridian Partners,TCMM97848018451462,ach,2024-01-09T15:45:00,normal,JP,790,1
txn_00162,9032.72,Coastal Ventures,XKZD71236851604817,internal,2024-01-08T14:11:00,normal,UK,51,1
txn_00163,4904.41,Meridian Partners,PBJN22656766182512,wire,2024-01-10T14:35:00,normal,UK,1571,1
txn_00164,3484.69,Summit Capital,XUXP72522872808010,wire,2024-01-09T13:36:00,normal,FR,312,1
txn_00165,770.63,Vanguard Services,VXHO94738347359774,internal,2024-01-11T09:38:00,normal,DE,1257,1
txn_00166,109.1,Nordic Ventures,JVNK64823662994680,wire,2024-01-09T18:19:00,normal,MX,1833,2
txn_00167,4025.07,Horizon Group,QMNT29662782827422,internal,2024-01-11T08:36:00,normal,JP,1888,1
txn_00168,646.82,Acme Corp,XQBV59296222927065,ach,2024-01-12T11:11:00,normal,AU,3544,2
txn_00169,12025.53,Blue Ridge Capital,LCOD33959629233095,wire,2024-01-11T18:37:00,normal,DE,661,1
txn_00170,26927.11,Offshore Holdings Ltd,LVYX49733484344375,wire,2024-01-10T05:10:00,suspicious,VU,83,1
txn_00171,5129.73,Horizon Group,UDVZ23828258673622,wire,2024-01-08T15:16:00,normal,FR,2811,1
txn_00172,3154.58,Blue Ridge Capital,QTQG64037613791805,ach,2024-01-11T12:23:00,normal,DE,3255,1
txn_00173,14038.14,Meridian Partners,BPSF52419138000307,ach,2024-01-10T13:26:00,normal,JP,3128,1
txn_00174,980.55,Nordic Ventures,ANGW24241541520643,wire,2024-01-08T12:01:00,normal,CA,1824,1
txn_00175,225.02,Coastal Ventures,JVNK64823662994680,internal,2024-01-09T14:21:00,normal,MX,1833,2
txn_00176,1173.29,Meridian Partners,MOKG39636057662702,internal,2024-01-09T12:17:00,normal,CA,1789,1
txn_00177,304.56,Nordic Ventures,SXSA45301742684145,ach,2024-01-12T15:40:00,normal,DE,1598,2
txn_00178,810.79,Summit Capital,HGTQ45461567933410,wire,2024-01-11T18:39:00,normal,CA,1070,1
txn_00179,6057.59,Atlas Financial,SDIY85807836134074,ach,2024-01-09T11:19:00,normal,ZA,3290,1
txn_00180,1850.49,Blue Ridge Capital,QLAL42357332214188,internal,2024-01-09T12:36:00,normal,TR,3629,1
txn_00181,2766.3,Eagle Partners,DCMP19022941318699,ach,2024-01-10T14:00:00,normal,UK,3478,1
txn_00182,2130.77,Delta Systems,UGIV12328120679740,internal,2024-01-11T08:45:00,normal,TR,1910,1
txn_00183,1892.84,Summit Capital,LZIK49480831367837,internal,2024-01-12T10:18:00,normal,TR,2388,1
txn_00184,7099.01,Vanguard Services,IGXY10690331190790,ach,2024-01-11T17:34:00,normal,JP,3399,1
txn_00185,327.8,Apex Solutions,GIBW60883561595148,ach,2024-01-12T14:44:00,normal,US,3574,1
txn_00186,4126.04,Pacific Trading Co,LZIK49480831367837,internal,2024-01-09T08:20:00,normal,TR,2388,1
txn_00187,688.57,GlobalTech Inc,HJEV83644089268705,internal,2024-01-11T14:58:00,normal,CA,3568,1
txn_00188,2486.01,Pinnacle Holdings,ZHKM46519398280737,wire,2024-01-11T12:31:00,normal,TR,3533,1
txn_00189,2434.03,Acme Corp,VSVM19431142626551,internal,2024-01-11T10:20:00,normal,US,2141,1
txn_00190,353936.22,Cayman Investments Ltd,NUCW10371293870051,wire,2024-01-10T22:54:00,violation,KY,7,1
txn_00191,10000.0,Shell Corp International,VUML82029702135569,wire,2024-01-14T02:01:00,suspicious,KY,1,1
txn_00192,1558.17,Apex Solutions,VUML82029702135569,internal,2024-01-10T10:05:00,normal,UK,3521,1
txn_00193,2874.37,Horizon Group,IBAK24278680112805,wire,2024-01-08T13:08:00,normal,CH,989,1
txn_00194,240.9,Pacific Trading Co,UVNM09379660334191,internal,2024-01-10T12:23:00,normal,CH,1986,1
txn_00195,939.17,Acme Corp,VXHO94738347359774,wire,2024-01-09T08:04:00,normal,DE,1257,1
txn_00196,602.32,Coastal Ventures,OKNU92459375265479,internal,2024-01-11T13:22:00,normal,DE,441,1
txn_00197,2353.52,Vanguard Services,NPAM56272980699016,ach,2024-01-12T09:38:00,normal,US,3499,1
txn_00198,8158.93,Meridian Partners,XNQD17758917839084,wire,2024-01-09T15:31:00,normal,CH,1958,1
txn_00199,473569.76,Cayman Investments Ltd,UTLS31034131647525,wire,2024-01-11T04:55:00,violation,VU,12,1
txn_00200,3421.02,GlobalTech Inc,OQWL19108839822587,ach,2024-01-15T15:59:00,normal,TR,2767,1
txn_00201,6560.27,Pinnacle Holdings,LVYX49733484344375,ach,2024-01-19T12:34:00,normal,CH,3357,1
txn_00202,3109.65,Nordic Ventures,IBAK24278680112805,internal,2024-01-16T13:34:00,normal,CH,989,1
txn_00203,8666.67,Acme Corp,AGGX17393638546785,wire,2024-01-16T08:07:00,normal,US,383,1
txn_00204,1987.9,Meridian Partners,FCSA34043842797881,internal,2024-01-15T11:16:00,normal,CH,3607,1
txn_00205,448.74,Acme Corp,JCIG84249818299229,ach,2024-01-15T09:14:00,normal,UK,950,1
txn_00206,162.42,GlobalTech Inc,UTLS31034131647525,ach,2024-01-16T08:11:00,normal,CH,1654,1
txn_00207,2130.55,GlobalTech Inc,QWIN77378263982146,ach,2024-01-17T09:07:00,normal,CA,634,2
txn_00208,1117.08,Pacific Trading Co,QWIN77378263982146,internal,2024-01-17T10:49:00,normal,CA,634,2
txn_00209,2683.66,Acme Corp,SREN20450533158692,internal,2024-01-16T10:09:00,normal,BR,830,1
txn_00210,190.73,Eagle Partners,RIXS69653287101226,wire,2024-01-16T12:26:00,normal,MX,3008,1
txn_00211,7129.52,GlobalTech Inc,EOFB46537556464170,internal,2024-01-19T13:36:00,normal,US,576,1
txn_00212,194708.69,Anonymous Trading BVI,MRQW68058911352909,wire,2024-01-21T08:20:00,violation,BZ,11,1
txn_00213,266.48,Pacific Trading Co,USFY26801824225358,internal,2024-01-16T10:28:00,normal,CA,1695,1
txn_00214,10000.0,Panama Global SA,XECJ56232858842474,wire,2024-01-16T23:01:00,suspicious,TR,71,1
txn_00215,1251.02,Delta Systems,NSVZ22219693792374,ach,2024-01-15T16:12:00,normal,CH,2670,1
txn_00216,75000.0,Cayman Investments Ltd,HFZZ26025634216073,ach,2024-01-15T02:10:00,suspicious,ZA,51,1
txn_00217,971.27,Summit Capital,EVHB91307562636897,ach,2024-01-16T13:58:00,normal,DE,1736,1
txn_00218,1339.89,Eagle Partners,LVXW86926179640537,internal,2024-01-18T09:26:00,normal,US,2979,1
txn_00219,974.56,Acme Corp,SREN20450533158692,internal,2024-01-19T08:15:00,normal,BR,830,1
txn_00220,1743.57,Summit Capital,RITR25449481260422,wire,2024-01-18T16:17:00,normal,AU,1361,1
txn_00221,228.73,Horizon Group,ZNRY99809402445502,wire,2024-01-15T13:48:00,normal,FR,983,1
txn_00222,601.52,Acme Corp,CYFI78261375060685,ach,2024-01-17T08:58:00,normal,CH,351,1
txn_00223,335.51,Eagle Partners,HXBM73830284395995,ach,2024-01-15T12:33:00,normal,AU,399,1
txn_00224,10000.0,Shell Corp International,GYQD56149784036900,ach,2024-01-17T01:03:00,suspicious,KY,68,1
txn_00225,249436.31,Anonymous Trading BVI,JMNY59051518644925,wire,2024-01-18T21:37:00,violation,KY,10,1
txn_00226,989.56,Apex Solutions,ESVM12018366752545,ach,2024-01-19T15:50:00,normal,US,1866,1
txn_00227,1355.12,Nordic Ventures,UVUM56101438889937,wire,2024-01-15T18:11:00,normal,CH,2905,1
txn_00228,866.22,Meridian Partners,UTZH24808613171274,ach,2024-01-17T12:47:00,normal,JP,61,1
txn_00229,167154.97,Anonymous Trading BVI,JXKH52181883552312,wire,2024-01-21T02:45:00,violation,WS,15,1
txn_00230,1475.15,Blue Ridge Capital,YKDC61559407816184,ach,2024-01-18T13:22:00,normal,CH,711,1
txn_00231,1603.32,Meridian Partners,RADN24565060983584,internal,2024-01-15T10:35:00,normal,US,1099,1
txn_00232,457290.47,Shell Corp International,IRSS64235369378547,wire,2024-01-15T22:27:00,violation,WS,20,1
txn_00233,1176.25,Pacific Trading Co,AXFP86814473947312,internal,2024-01-19T15:16:00,normal,CH,2364,1
txn_00234,6124.02,GlobalTech Inc,QSKD71870262174596,internal,2024-01-18T15:09:00,normal,US,2722,1
txn_00235,70.11,Summit Capital,UDAX43321819600133,ach,2024-01-15T10:13:00,normal,AU,3281,1
txn_00236,1312.13,Horizon Group,DDXR24493534874016,ach,2024-01-18T10:16:00,normal,CA,1549,1
txn_00237,5867.52,Apex Solutions,IGXY10690331190790,ach,2024-01-15T15:42:00,normal,JP,3399,1
txn_00238,1508.51,GlobalTech Inc,ZMQJ86661889241418,internal,2024-01-18T11:57:00,normal,CA,3641,1
txn_00239,279615.89,Shell Corp International,WWMP63201632870831,wire,2024-01-16T05:51:00,violation,PA,2,1
txn_00240,837.31,Nordic Ventures,KVJJ79627570596401,internal,2024-01-18T16:35:00,normal,CH,3336,1
txn_00241,4875.45,Pacific Trading Co,UGYJ54019380262067,wire,2024-01-15T12:50:00,normal,CH,440,1
txn_00242,10000.0,Unnamed Trust,JXKH52181883552312,ach,2024-01-15T23:47:00,suspicious,BZ,3,1
txn_00243,447.69,Atlas Financial,RVZL16060715969664,ach,2024-01-18T13:54:00,normal,MX,338,2
txn_00244,7391.52,Apex Solutions,WAYS67054668893734,ach,2024-01-19T08:55:00,normal,CA,3404,1
txn_00245,539.6,Vanguard Services,OUIX73384842199330,ach,2024-01-16T08:12:00,normal,UK,1218,1
